date_time,heart_zone_id,total_minutes
2020-10-28T15:16,FAT_BURN,1
2020-10-28T15:17,FAT_BURN,1
2020-10-28T15:18,FAT_BURN,1
2020-10-28T16:13,FAT_BURN,1
2020-10-28T16:14,FAT_BURN,1
2020-10-28T16:16,FAT_BURN,1
2020-10-28T19:11,FAT_BURN,1
2020-10-28T19:12,FAT_BURN,1
2020-10-28T19:13,FAT_BURN,1
2020-10-28T19:14,CARDIO,2
2020-10-28T19:15,FAT_BURN,1
2020-10-28T19:20,CARDIO,2
2020-10-28T19:21,FAT_BURN,1
2020-10-28T19:22,FAT_BURN,1
2020-10-28T19:23,FAT_BURN,1
2020-10-28T19:24,FAT_BURN,1
2020-10-28T19:25,FAT_BURN,1
2020-10-28T19:26,FAT_BURN,1
2020-10-28T19:27,FAT_BURN,1
2020-10-28T19:28,FAT_BURN,1
2020-10-28T19:29,FAT_BURN,1
2020-10-28T19:31,FAT_BURN,1
2020-10-28T19:32,CARDIO,2
2020-10-28T19:33,CARDIO,2
2020-10-28T19:34,FAT_BURN,1
2020-10-29T12:30,FAT_BURN,1
2020-10-29T12:31,FAT_BURN,1
2020-10-29T12:32,FAT_BURN,1
2020-10-29T18:12,FAT_BURN,1
2020-10-29T18:13,FAT_BURN,1
2020-10-29T18:14,FAT_BURN,1
2020-10-29T18:25,FAT_BURN,1
2020-10-29T18:26,FAT_BURN,1
2020-10-29T18:27,FAT_BURN,1
2020-10-29T18:28,FAT_BURN,1
2020-10-29T18:29,FAT_BURN,1
2020-10-29T18:30,FAT_BURN,1
2020-10-29T18:33,FAT_BURN,1
2020-10-29T18:34,FAT_BURN,1
2020-10-29T18:35,FAT_BURN,1
2020-10-29T18:36,CARDIO,2
2020-10-29T18:37,CARDIO,2
2020-10-29T18:38,CARDIO,2
2020-10-29T18:39,FAT_BURN,1
2020-10-29T18:40,FAT_BURN,1
2020-10-29T23:42,FAT_BURN,1
2020-10-29T23:43,CARDIO,2
2020-10-29T23:44,CARDIO,2
2020-10-29T23:45,CARDIO,2
2020-10-29T23:46,FAT_BURN,1
2020-10-29T23:47,FAT_BURN,1
2020-10-29T23:48,FAT_BURN,1
2020-10-29T23:49,FAT_BURN,1
2020-10-29T23:50,FAT_BURN,1
2020-10-29T23:51,FAT_BURN,1
2020-10-29T23:52,FAT_BURN,1
2020-10-29T23:53,FAT_BURN,1
2020-10-29T23:54,FAT_BURN,1
2020-10-29T23:55,FAT_BURN,1
2020-10-29T23:56,FAT_BURN,1
2020-10-29T23:57,FAT_BURN,1
2020-10-30T00:00,FAT_BURN,1
2020-10-30T19:22,FAT_BURN,1
2020-10-30T19:23,FAT_BURN,1
2020-10-30T19:24,CARDIO,2
2020-10-30T19:26,FAT_BURN,1
2020-10-30T19:27,FAT_BURN,1
2020-10-30T19:28,FAT_BURN,1
2020-10-30T19:29,FAT_BURN,1
2020-10-30T19:30,CARDIO,2
2020-10-30T19:31,FAT_BURN,1
2020-10-30T19:32,FAT_BURN,1
2020-10-30T19:33,FAT_BURN,1
2020-10-30T19:34,FAT_BURN,1
2020-10-30T19:35,FAT_BURN,1
2020-10-30T19:36,FAT_BURN,1
2020-10-30T19:37,FAT_BURN,1
2020-10-30T19:38,FAT_BURN,1
2020-10-30T20:05,CARDIO,2
2020-10-30T20:06,CARDIO,2
2020-10-30T20:07,CARDIO,2
2020-10-30T20:08,FAT_BURN,1
2020-10-30T20:10,FAT_BURN,1
2020-10-30T20:11,CARDIO,2
2020-10-30T20:12,CARDIO,2
2020-10-30T20:13,CARDIO,2
2020-10-30T20:14,FAT_BURN,1
2020-10-30T20:15,FAT_BURN,1
2020-10-30T20:16,CARDIO,2
2020-10-30T20:17,CARDIO,2
2020-10-30T20:18,CARDIO,2
2020-10-30T20:19,FAT_BURN,1
2020-10-30T20:21,CARDIO,2
2020-10-30T20:22,CARDIO,2
2020-10-30T20:23,CARDIO,2
2020-10-30T20:24,CARDIO,2
2020-10-30T20:25,CARDIO,2
2020-10-30T20:26,FAT_BURN,1
2020-10-30T20:27,FAT_BURN,1
2020-10-30T20:28,FAT_BURN,1
2020-10-30T20:29,FAT_BURN,1
2020-10-30T20:30,FAT_BURN,1
2020-10-30T20:31,CARDIO,2
2020-10-30T20:32,CARDIO,2
2020-10-30T20:33,FAT_BURN,1
2020-10-30T20:34,CARDIO,2
2020-10-30T20:35,CARDIO,2
2020-10-30T20:36,FAT_BURN,1
2020-10-30T20:37,FAT_BURN,1
2020-10-30T20:38,CARDIO,2
2020-10-30T20:39,CARDIO,2
2020-10-30T20:40,CARDIO,2
2020-10-30T20:41,CARDIO,2
2020-10-30T20:42,CARDIO,2
2020-10-30T20:43,CARDIO,2
2020-10-30T20:44,CARDIO,2
2020-10-30T20:45,CARDIO,2
2020-10-30T20:46,FAT_BURN,1
2020-10-30T20:47,FAT_BURN,1
2020-10-30T20:48,FAT_BURN,1
2020-10-30T20:49,FAT_BURN,1
2020-10-30T20:50,FAT_BURN,1
2020-10-30T20:51,CARDIO,2
2020-10-30T20:52,FAT_BURN,1
2020-10-30T20:53,FAT_BURN,1
2020-10-30T20:54,FAT_BURN,1
2020-10-30T20:55,FAT_BURN,1
2020-10-30T20:56,FAT_BURN,1
2020-10-30T20:57,FAT_BURN,1
2020-10-30T21:06,FAT_BURN,1
2020-10-30T21:07,FAT_BURN,1
2020-10-30T21:08,FAT_BURN,1
2020-10-30T21:09,FAT_BURN,1
2020-10-30T21:10,FAT_BURN,1
2020-10-30T21:30,CARDIO,2
2020-10-30T21:31,CARDIO,2
2020-10-30T21:32,FAT_BURN,1
2020-10-30T21:33,FAT_BURN,1
2020-10-30T21:34,FAT_BURN,1
2020-10-30T21:35,FAT_BURN,1
2020-10-31T13:11,FAT_BURN,1
2020-10-31T17:54,FAT_BURN,1